category,index
long-billed marsh wren,10874,
sedge wren,10875,
rock wren,10876,
carolina wren,10877,
cactus wren,10878,
blue mockingbird,10879,
gray catbird,10880,
brown thrasher,10881,
acanthisitta chloris,10882,
certhia americana,10883,
certhia familiaris,10884,
wall creeper,10885,
sitta canadensis,10886,
black capped chickadee,10887,
tufted titmouse,10888,
carolina chickadee,10889,
blue tit,10890,
bushtit,10891,
chamaea fasciata,10892,
auriparus flaviceps,10893,
barn swallow,10894,
cliff swallow,10895,
tree swallow,10896,
house martin,10897,
riparia riparia,10898,
purple martin,10899,
wood swallow,10900,
scarlet tanager,10901,
western tanager,10902,
piranga rubra,10903,
hepatic tanager,10904,
lanius excubitor,10905,
lanius borealis,10906,
white-rumped shrike,10907,
loggerhead shrike,10908,
black-fronted bush shrike,10909,
satin bowerbird,10910,
great bowerbird,10911,
cinclus mexicanus,10912,
red-eyed vireo,10913,
solitary vireo,10914,
blue headed vireo,10915,
waxwing,10916,
accipiter gentilis,10917,
cooper's hawk,10918,
buteonine,10919,
redtail,10920,
buteo lagopus,10921,
buteo lineatus,10922,
buteo buteo,10923,
pernis apivorus,10924,
milvus migrans,10925,
swallow-tailed kite,10926,
elanus leucurus,10927,
circus aeruginosus,10928,
circus pygargus,10929,
circus cyaneus,10930,
harrier eagle,10931,
peregrine,10932,
gyrfalcon,10933,
falco tinnunculus,10934,
sparrow hawk,10935,
pigeon hawk,10936,
hobby,10937,
audubon's caracara,10938,
eaglet,10939,
golden eagle,10940,
tawny eagle,10941,
haliaeetus leucocephalus,10942,
kamchatkan sea eagle,10943,
fishing eagle,10944,
pandion haliaetus,10945,
griffon vulture,10946,
gypaetus barbatus,10947,
neophron percnopterus,10948,
black vulture,10949,
sagittarius serpentarius,10950,
turkey vulture,10951,
vultur gryphus,10952,
gymnogyps californianus,10953,
king vulture,10954,
athene noctua,10955,
great horned owl,10956,
great grey owl,10957,
strix aluco,10958,
strix varia,10959,
screech owl,10960,
spotted owl,10961,
oriental scops owl,10962,
hoot owl,10963,
hawk owl,10964,
asio otus,10965,
laughing owl,10966,
barn owl,10967,
european fire salamander,10968,
spotted salamander,10969,
alpine salamander,10970,
common newt,10971,
notophthalmus viridescens,10972,
taricha granulosa,10973,
california newt,10974,
eft,10975,
mole salamander,10976,
ambystoma tigrinum,10977,
axolotl,10978,
waterdog,10979,
hellbender,10980,
giant salamander,10981,
olm,10982,
pacific giant salamander,10983,
plethodon cinereus,10984,
plethodon vehiculum,10985,
dusky salamander,10986,
aneides lugubris,10987,
slender salamander,10988,
shasta salamander,10989,
limestone salamander,10990,
amphiuma,10991,
siren,10992,
wood-frog,10993,
bullfrog,10994,
green frog,10995,
goliath frog,10996,
pickerel frog,10997,
tarahumara frog,10998,
rana temporaria,10999,
robber frog,11000,
barking frog,11001,
tailed frog,11002,
bufo,11003,
bufo bufo,11004,
natterjack,11005,
american toad,11006,
eurasian green toad,11007,
yosemite toad,11008,
texas toad,11009,
southwestern toad,11010,
western toad,11011,
midwife toad,11012,
fire-bellied toad,11013,
western spadefoot,11014,
plains spadefoot,11015,
spring peeper,11016,
hyla arenicolor,11017,
acris crepitans,11018,
eastern cricket frog,11019,
chorus frog,11020,
lowland burrowing treefrog,11021,
western narrow-mouthed toad,11022,
gastrophryne carolinensis,11023,
sheep frog,11024,
surinam toad,11025,
xenopus laevis,11026,
caecilian,11027,
green turtle,11028,
ridley,11029,
hawksbill sea turtle,11030,
leatherback turtle,11031,
snapping turtle,11032,
diamondback terrapin,11033,
pseudemys rubriventris,11034,
box turtle,11035,
painted turtle,11036,
tortoise,11037,
soft-shelled turtle,11038,
tuatara,11039,
flying gecko,11040,
banded gecko,11041,
amblyrhynchus cristatus,11042,
dipsosaurus dorsalis,11043,
chuckwalla,11044,
callisaurus draconoides,11045,
fringe-toed lizard,11046,
earless lizard,11047,
collared lizard,11048,
leopard lizard,11049,
sceloporus occidentalis,11050,
sceloporus undulatus,11051,
sagebrush lizard,11052,
side-blotched lizard,11053,
tree lizard,11054,
horned lizard,11055,
basilisk,11056,
worm lizard,11057,
night lizard,11058,
western skink,11059,
mountain skink,11060,
racerunner,11061,
plateau striped whiptail,11062,
chihuahuan spotted whiptail,11063,
western whiptail,11064,
checkered whiptail,11065,
teju,11066,
caiman lizard,11067,
agama,11068,
frilled lizard,11069,
alligator lizard,11070,
anguis fragilis,11071,
glass lizard,11072,
legless lizard,11073,
lanthanotus borneensis,11074,
venomous lizard,11075,
sand lizard,11076,
green lizard,11077,
african chameleon,11078,
horned chameleon,11079,
komodo dragon,11080,
crocodylus niloticus,11081,
asian crocodile,11082,
false gavial,11083,
american alligator,11084,
chinese alligator,11085,
spectacled caiman,11086,
gavial,11087,
stegosaurus,11088,
edmontonia,11089,
pachycephalosaur,11090,
protoceratops,11091,
triceratops,11092,
styracosaur,11093,
psittacosaur,11094,
ornithopod,11095,
hadrosaur,11096,
apatosaur,11097,
barosaur,11098,
diplodocus,11099,
coelophysis,11100,
tyrannosaurus,11101,
allosaur,11102,
ornithomimid,11103,
oviraptorid,11104,
velociraptor,11105,
deinonychus,11106,
utahraptor,11107,
pelycosaur,11108,
dimetrodon,11109,
pterodactyl,11110,
ichthyosaur,11111,
plesiosaur,11112,
hoop snake,11113,
carphophis amoenus,11114,
ringneck snake,11115,
hognose snake,11116,
leaf-nosed snake,11117,
green snake,11118,
blue racer,11119,
horseshoe whipsnake,11120,
masticophis lateralis,11121,
sonoran whipsnake,11122,
black rat snake,11123,
chicken snake,11124,
indian rat snake,11125,
glossy snake,11126,
gopher snake,11127,
pine snake,11128,
common kingsnake,11129,
milk snake,11130,
garter snake,11131,
tropidoclonion lineatum,11132,
sonora semiannulata,11133,
eastern ground snake,11134,
nerodia sipedon,11135,
water moccasin,11136,
viperine grass snake,11137,
red-bellied snake,11138,
banded sand snake,11139,
black-headed snake,11140,
vine snake,11141,
sonoran lyre snake,11142,
western blind snake,11143,
eastern indigo snake,11144,
boa constrictor,11145,
rubber boa,11146,
rosy boa,11147,
carpet snake,11148,
reticulated python,11149,
indian python,11150,
rock python,11151,
amethystine python,11152,
eastern coral snake,11153,
western coral snake,11154,
coral snake,11155,
australian coral snake,11156,
copperhead,11157,
indian cobra,11158,
hamadryad,11159,
ringhals,11160,
black mamba,11161,
green mamba,11162,
death adder,11163,
notechis scutatus,11164,
pseudechis porphyriacus,11165,
banded krait,11166,
taipan,11167,
vipera berus,11168,
puff adder,11169,
gaboon viper,11170,
horned viper,11171,
agkistrodon piscivorus,11172,
crotalus adamanteus,11173,
canebrake rattlesnake,11174,
crotalus viridis,11175,
crotalus cerastes,11176,
western diamondback,11177,
rock rattlesnake,11178,
tiger rattlesnake,11179,
crotalus scutulatus,11180,
speckled rattlesnake,11181,
sistrurus catenatus,11182,
ground rattler,11183,
fer-de-lance,11184,
trilobite,11185,
chelicera,11186,
scorpion,11187,
book scorpion,11188,
whip-scorpion,11189,
vinegarroon,11190,
spider,11191,
black and gold garden spider,11192,
barn spider,11193,
comb-footed spider,11194,
latrodectus mactans,11195,
tarantula,11196,
wolf spider,11197,
european wolf spider,11198,
tick,11199,
hard tick,11200,
ixodes pacificus,11201,
ixodes scapularis,11202,
ixodes ricinus,11203,
wood tick,11204,
soft tick,11205,
mite,11206,
spider mite,11207,
myriapod,11208,
tardigrade,11209,
centipede,11210,
scutigera coleoptrata,11211,
millipede,11212,
sea spider,11213,
merostomata,11214,
horseshoe crab,11215,
eurypterid,11216,
tongue worm,11217,
plymouth rock,11218,
cornish,11219,
cochin,11220,
jungle cock,11221,
chick,11222,
cock,11223,
brood hen,11224,
rhode island red,11225,
orpington,11226,
turkey cock,11227,
ocellated turkey,11228,
blackcock,11229,
greyhen,11230,
red grouse,11231,
capercaillie,11232,
spruce grouse,11233,
sage grouse,11234,
ruffed grouse,11235,
sharp-tailed grouse,11236,
greater prairie chicken,11237,
lesser prairie chicken,11238,
heath hen,11239,
piping guan,11240,
chachalaca,11241,
mallee fowl,11242,
alectura lathami,11243,
maleo,11244,
phasianus colchicus,11245,
afropavo,11246,
golden pheasant,11247,
colinus virginianus,11248,
monal,11249,
peachick,11250,
peacock,11251,
peahen,11252,
blue peafowl,11253,
green peafowl,11254,
california quail,11255,
perdix perdix,11256,
red-legged partridge,11257,
greek partridge,11258,
mountain quail,11259,
guinea hen,11260,
hoatzin,11261,
dodo,11262,
pouter pigeon,11263,
rock dove,11264,
band-tailed pigeon,11265,
columba palumbus,11266,
streptopelia turtur,11267,
ringdove,11268,
australian turtledove,11269,
mourning dove,11270,
fairy swallow,11271,
roller,11272,
carrier pigeon,11273,
painted sandgrouse,11274,
pin-tailed sandgrouse,11275,
pallas's sandgrouse,11276,
african grey,11277,
macaw,11278,
nestor notabilis,11279,
cacatua galerita,11280,
pink cockatoo,11281,
lovebird,11282,
varied lorikeet,11283,
rainbow lorikeet,11284,
carolina parakeet,11285,
budgerigar,11286,
psittacula krameri,11287,
cuculus canorus,11288,
black billed cuckoo,11289,
roadrunner,11290,
crow pheasant,11291,
pheasant coucal,11292,
coracias garrulus,11293,
ground roller,11294,
kingfisher,11295,
eurasian kingfisher,11296,
belted kingfisher,11297,
bee eater,11298,
hornbill,11299,
upupa epops,11300,
wood hoopoe,11301,
tody,11302,
tree swift,11303,
archilochus colubris,11304,
thornbill,11305,
european goatsucker,11306,
whippoorwill,11307,
nighthawk,11308,
poorwill,11309,
frogmouth,11310,
oilbird,11311,
green woodpecker,11312,
downy woodpecker,11313,
yellow-shafted flicker,11314,
colaptes chrysoides,11315,
red-shafted flicker,11316,
yellow-bellied sapsucker,11317,
wryneck,11318,
piculet,11319,
barbet,11320,
puffbird,11321,
honey guide,11322,
jacamar,11323,
toucan,11324,
toucanet,11325,
resplendent quetzel,11326,
anas rubripes,11327,
greenwing,11328,
bluewing,11329,
garganey,11330,
american widgeon,11331,
anas acuta,11332,
sheldrake,11333,
oxyura jamaicensis,11334,
bufflehead,11335,
barrow's goldeneye,11336,
canvasback,11337,
aythya ferina,11338,
aythya americana,11339,
scaup,11340,
wood drake,11341,
aix galericulata,11342,
muscovy duck,11343,
eider,11344,
common scoter,11345,
clangula hyemalis,11346,
mergus merganser,11347,
american merganser,11348,
mergus serrator,11349,
smew,11350,
lophodytes cucullatus,11351,
gosling,11352,
greylag,11353,
snow goose,11354,
common brant goose,11355,
branta canadensis,11356,
branta leucopsis,11357,
coscoroba,11358,
cygnet,11359,
mute swan,11360,
whooper,11361,
whistling swan,11362,
bewick's swan,11363,
cygnus buccinator,11364,
cygnus atratus,11365,
horned screamer,11366,
chaja,11367,
echidna,11368,
platypus,11369,
didelphis marsupialis,11370,
rabbit-eared bandicoot,11371,
macropus giganteus,11372,
common wallaby,11373,
hare wallaby,11374,
nail-tailed wallaby,11375,
rock wallaby,11376,
pademelon,11377,
tree wallaby,11378,
potoroo,11379,
bettong,11380,
cuscus,11381,
trichosurus vulpecula,11382,
phascolarctos cinereus,11383,
wombat,11384,
native cat,11385,
thylacine,11386,
tasmanian devil,11387,
pouched mouse,11388,
numbat,11389,
calf,11390,
starnose mole,11391,
golden mole,11392,
american shrew mole,11393,
common shrew,11394,
masked shrew,11395,
short-tailed shrew,11396,
water shrew,11397,
least shrew,11398,
hedgehog,11399,
tailless tenrec,11400,
otter shrew,11401,
scallop shell,11402,
oyster shell,11403,
sponge (animal),11404,
glass sponge,11405,
venus's flower basket,11406,
medusa,11407,
jellyfish,11408,
scyphozoan,11409,
chrysaora quinquecirrha,11410,
hydra,11411,
portuguese man-of-war,11412,
apolemia,11413,
anthozoan,11414,
actinia,11415,
gorgonian,11416,
sea feather,11417,
sea fan,11418,
stony coral,11419,
brain coral,11420,
staghorn coral,11421,
mushroom coral,11422,
ctenophore,11423,
beroe,11424,
worm,11425,
arrowworm,11426,
planarian,11427,
liver fluke,11428,
schistosome,11429,
echinococcus,11430,
ribbon worm,11431,
rotifer,11432,
nematode,11433,
pinworm,11434,
hookworm,11435,
annelid,11436,
earthworm,11437,
polychaete,11438,
lugworm,11439,
sea mouse,11440,
bloodworm,11441,
leech,11442,
medicinal leech,11443,
horseleech,11444,
molluscs,11445,
ormer,11446,
scorpion shell,11447,
conch,11448,
giant conch,11449,
lymnaeidae,11450,
edible snail,11451,
garden snail,11452,
brown snail,11453,
slug,11454,
nerita,11455,
bleeding tooth,11456,
neritina,11457,
whelk,11458,
moon shell,11459,
Common periwinkle,11460,
limpet,11461,
common limpet,11462,
keyhole limpet,11463,
river limpet,11464,
sea slug,11465,
sea hare,11466,
hermissenda crassicornis,11467,
physa,11468,
cowrie,11469,
money cowrie,11470,
tiger cowrie,11471,
chiton,11472,
clam,11473,
seashell,11474,
soft-shell clam,11475,
littleneck,11476,
cherrystone,11477,
geoduck,11478,
japanese oyster,11479,
virginia oyster,11480,
pearl oyster,11481,
saddle oyster,11482,
ark shell,11483,
blood clam,11484,
freshwater mussel,11485,
bay scallop,11486,
chambered nautilus,11487,
octopus,11488,
paper nautilus,11489,
decapod,11490,
crab,11491,
stone crab,11492,
cancer irroratus,11493,
cancer borealis,11494,
swimming crab,11495,
ovalipes ocellatus,11496,
fiddler crab,11497,
pea crab,11498,
king crab,11499,
spider crab,11500,
european spider crab,11501,
giant crab,11502,
lobster,11503,
american lobster,11504,
cape lobster,11505,
norway lobster,11506,
spiny lobster,11507,
crayfish,11508,
hermit crab,11509,
shrimp,11510,
krill,11511,
opossum shrimp,11512,
squilla,11513,
woodlouse,11514,
sea louse,11515,
amphipod,11516,
skeleton shrimp,11517,
whale louse,11518,
daphnia,11519,
fairy shrimp,11520,
brine shrimp,11521,
tadpole shrimp,11522,
copepod,11523,
cyclops,11524,
white stork,11525,
black stork,11526,
adjutant bird,11527,
marabou,11528,
saddlebill,11529,
mycteria americana,11530,
shoebill,11531,
wood ibis,11532,
sacred ibis,11533,
common spoonbill,11534,
roseate spoonbill,11535,
flamingo,11536,
great blue heron,11537,
little blue heron,11538,
egretta thula,11539,
egretta garzetta,11540,
great white heron,11541,
american egret,11542,
bubulcus ibis,11543,
nycticorax nycticorax,11544,
nyctanassa violacea,11545,
cochlearius cochlearius,11546,
american bittern,11547,
european bittern,11548,
least bittern,11549,
grus americana,11550,
courlan,11551,
limpkin,11552,
crested cariama,11553,
chunga,11554,
weka,11555,
crake,11556,
florida gallinule,11557,
moorhen,11558,
purple gallinule,11559,
european gallinule,11560,
notornis,11561,
fulica americana,11562,
old world coot,11563,
great bustard,11564,
plain turkey,11565,
plain wanderer,11566,
Trumpeter swan,11567,
brazilian trumpeter,11568,
piping plover,11569,
charadrius vociferus,11570,
dotterel,11571,
golden plover,11572,
lapwing,11573,
arenaria interpres,11574,
black turnstone,11575,
surfbird,11576,
actitis hypoleucos,11577,
spotted sandpiper,11578,
red-backed sandpiper,11579,
tringa nebularia,11580,
tringa totanus,11581,
yellowlegs,11582,
calidris melanotos,11583,
knot,11584,
calidris ferruginea,11585,
sanderling,11586,
upland sandpiper,11587,
ruff,11588,
tattler,11589,
woodcock,11590,
snipe,11591,
curlew,11592,
hudsonian godwit,11593,
black-necked stilt,11594,
himantopus himantopus,11595,
stilt,11596,
banded stilt,11597,
avocet,11598,
oystercatcher,11599,
northern phalarope,11600,
wilson's phalarope,11601,
pratincole,11602,
cream-colored courser,11603,
crocodile bird,11604,
mew,11605,
larus marinus,11606,
laughing gull,11607,
ivory gull,11608,
kittiwake,11609,
sterna hirundo,11610,
skimmer,11611,
parasitic jaeger,11612,
great skua,11613,
razorbill,11614,
little auk,11615,
great auk,11616,
black guillemot,11617,
pigeon guillemot,11618,
common murre,11619,
thick-billed murre,11620,
atlantic puffin,11621,
horned puffin,11622,
tufted puffin,11623,
grebe,11624,
white pelican,11625,
frigatebird,11626,
solan,11627,
booby,11628,
anhinga anhinga,11629,
tropic bird,11630,
adelie,11631,
king penguin,11632,
emperor penguin,11633,
jackass penguin,11634,
rock hopper,11635,
black-footed albatross,11636,
white-chinned petrel,11637,
giant petrel,11638,
manx shearwater,11639,
storm petrel,11640,
right whale,11641,
bowhead,11642,
blue whale,11643,
finback,11644,
sei whale,11645,
balaenoptera acutorostrata,11646,
humpback,11647,
eschrichtius robustus,11648,
sperm whale,11649,
pygmy sperm whale,11650,
beaked whale,11651,
common dolphins,11652,
tursiops truncatus,11653,
pacific bottlenose dolphin,11654,
phocoena phocoena,11655,
vaquita,11656,
grampus,11657,
killer whale,11658,
pilot whale,11659,
river dolphin,11660,
narwhal,11661,
white whale,11662,
trichechus manatus,11663,
dugong,11664,
steller's sea cow,11665,
crabeater seal,11666,
guadalupe fur seal,11667,
fur seal,11668,
otaria byronia,11669,
zalophus californianus,11670,
australian sea lion,11671,
steller sea lion,11672,
harbor seal,11673,
harp seal,11674,
elephant seal,11675,
bearded seal,11676,
hooded seal,11677,
atlantic walrus,11678,
pacific walrus,11679,
orycteropus afer,11680,
chihuahua,11681,
maltese dog,11682,
blenheim spaniel,11683,
papillon,11684,
toy terrier,11685,
rhodesian ridgeback,11686,
afghan hound,11687,
basset,11688,
bloodhound,11689,
bluetick,11690,
foxhound,11691,
plott hound,11692,
borzoi,11693,
irish wolfhound,11694,
italian greyhound,11695,
ibizan hound,11696,
norwegian elkhound,11697,
otterhound,11698,
saluki,11699,
scottish deerhound,11700,
weimaraner,11701,
staffordshire bullterrier,11702,
american pit bull terrier,11703,
bedlington terrier,11704,
border terrier,11705,
kerry blue terrier,11706,
irish terrier,11707,
norfolk terrier,11708,
norwich terrier,11709,
yorkshire terrier,11710,
toy manchester,11711,
smooth-haired fox terrier,11712,
